event_id,event_type,timestamp,user_id,session_id,product_id
E00000001,view_product,2024-01-19T10:19:54,U000001,b89f407f-65c7-4dc8-bd92-e2d819f188db,P00081
E00000002,view_product,2024-01-19T10:19:54,U000001,b89f407f-65c7-4dc8-bd92-e2d819f188db,P00005
E00000003,view_product,2024-01-19T10:19:54,U000001,b89f407f-65c7-4dc8-bd92-e2d819f188db,P00041
E00000004,view_product,2024-01-05T00:59:21,U000001,696d325b-693d-4d2f-a061-31d181565adb,P00096
E00000005,view_product,2024-01-05T00:59:21,U000001,696d325b-693d-4d2f-a061-31d181565adb,P00016
E00000006,add_to_cart,2024-01-05T00:59:51,U000001,696d325b-693d-4d2f-a061-31d181565adb,P00016
E00000007,view_product,2024-01-26T07:18:29,U000001,8b4a4726-1aa9-4ed7-8100-f0265eb105ca,P00083
E00000008,view_product,2024-01-26T07:18:29,U000001,8b4a4726-1aa9-4ed7-8100-f0265eb105ca,P00028
E00000009,view_product,2024-01-26T07:18:29,U000001,8b4a4726-1aa9-4ed7-8100-f0265eb105ca,P00066
E00000010,view_product,2024-01-26T07:18:29,U000001,8b4a4726-1aa9-4ed7-8100-f0265eb105ca,P00013
E00000011,view_product,2024-02-03T13:26:44,U000001,7833de57-6a8e-45e6-8d12-556f5d0c02de,P00041
E00000012,view_product,2024-02-24T07:12:25,U000002,c6ec666c-c63d-4198-9b50-af629e9394d1,P00046
E00000013,view_product,2024-02-24T07:12:25,U000002,c6ec666c-c63d-4198-9b50-af629e9394d1,P00080
E00000014,view_product,2024-02-24T07:12:25,U000002,c6ec666c-c63d-4198-9b50-af629e9394d1,P00006
E00000015,view_product,2024-02-24T07:12:25,U000002,c6ec666c-c63d-4198-9b50-af629e9394d1,P00030
E00000016,view_product,2024-02-24T07:12:25,U000002,c6ec666c-c63d-4198-9b50-af629e9394d1,P00050
E00000017,view_product,2024-02-04T23:04:02,U000002,46c7faac-a75c-46b9-abd5-5305dc278b49,P00051
E00000018,view_product,2024-02-04T23:04:02,U000002,46c7faac-a75c-46b9-abd5-5305dc278b49,P00075
